,original_reference_no,original_request_type,original_status,original_priority,original_assigned_dept,original_date,formatted,lat,lon,geometry
796,W043167-072220,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,7/22/2020 1:42 PM,"1459 Baracoa Avenue, Coral Gables, FL 33146, United States of America",25.7208562,-80.2831079,POINT (-80.2831079 25.7208562)
797,W043150-072220,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/22/2020 8:52 AM,"6940 Granada Boulevard, Coral Gables, FL 33146, United States of America",25.7058187,-80.26332887,POINT (-80.26332887 25.7058187)
798,W043121-072120,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,7/21/2020 1:56 PM,"5101 Maggiore Street, Coral Gables, FL 33146, United States of America",25.72261695,-80.26359776,POINT (-80.26359776 25.72261695)
799,W042985-071720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/17/2020 9:23 AM,"6800 Veronese Street, Coral Gables, FL 33146-3844, United States of America",25.70587413,-80.28166183,POINT (-80.28166183 25.70587413)
800,W042941-071620,(Internal) - Drainage Assessments/Improvements,In Progress,Medium,PW- Central and Engineering,7/16/2020 11:17 AM,"940 Andora Avenue, Coral Gables, FL 33146, United States of America",25.70880185,-80.26960139,POINT (-80.26960139 25.70880185)
801,W042894-071520,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,7/15/2020 10:52 AM,"1140 Alfonso Avenue, Coral Gables, FL 33146, United States of America",25.7073894,-80.27516221,POINT (-80.27516221 25.7073894)
802,W042855-071420,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/14/2020 12:21 PM,"1500 San Remo Avenue, Coral Gables, FL 33146, United States of America",25.7056523,-80.28287438,POINT (-80.28287438 25.7056523)
803,W042681-071020,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/10/2020 8:30 AM,"6595 Granada Boulevard, Coral Gables, FL 33146, United States of America",25.7101212,-80.26698261,POINT (-80.26698261 25.7101212)
804,W042593-070820,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/8/2020 3:05 PM,"415 Minorca Avenue, Coral Gables, FL 33134, United States of America",25.7535057,-80.2635281,POINT (-80.2635281 25.7535057)
805,W042579-070820,(Internal) - Drainage Assessments/Improvements,In Progress,Medium,PW- Central and Engineering,7/8/2020 11:43 AM,"5620 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.71659155,-80.28364435,POINT (-80.28364435 25.71659155)
806,W042343-070220,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,7/2/2020 11:22 AM,"532 Madeira Avenue, Coral Gables, FL 33134, United States of America",25.7553655,-80.26638812,POINT (-80.26638812 25.7553655)
807,W042342-070220,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,7/2/2020 11:13 AM,"823 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7419874,-80.2716512,POINT (-80.2716512 25.7419874)
808,W042298-070120,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,7/1/2020 2:27 PM,"708 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.7543072,-80.26961377,POINT (-80.26961377 25.7543072)
809,W042234-063020,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW - Central and Engineering,6/30/2020 5:04 PM,"244 Romano Avenue, Coral Gables, FL 33134, United States of America",25.7416273,-80.26018857,POINT (-80.26018857 25.7416273)
810,W042232-063020,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/30/2020 4:12 PM,"500 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.75449035,-80.26511596,POINT (-80.26511596 25.75449035)
811,W042231-063020,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/30/2020 4:06 PM,"722 Mendoza Avenue, Coral Gables, FL 33134-3720, United States of America",25.756674,-80.270244,POINT (-80.270244 25.756674)
812,W042230-063020,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,6/30/2020 3:59 PM,"1521 Agua Avenue, Coral Gables, FL 33156, United States of America",25.6517678,-80.2825739,POINT (-80.2825739 25.6517678)
813,W042229-063020,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,6/30/2020 3:56 PM,"1481 Agua Avenue, Coral Gables, FL 33156, United States of America",25.6517694,-80.2819634,POINT (-80.2819634 25.6517694)
814,W042226-063020,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Utilities,6/30/2020 3:47 PM,"1216 Castile Avenue, Coral Gables, FL 33134, United States of America",25.74941355,-80.27993566,POINT (-80.27993566 25.74941355)
815,W042225-063020,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/30/2020 3:46 PM,"1215 Castile Avenue, Coral Gables, FL 33134, United States of America",25.74989,-80.27998382,POINT (-80.27998382 25.74989)
816,W042207-063020,(Internal) - Drainage Assessments/Improvements,In Progress,Medium,PW- Central and Engineering,6/30/2020 10:57 AM,"1203 Santona Street, Coral Gables, FL 33146, United States of America",25.70654745,-80.2785198,POINT (-80.2785198 25.70654745)
817,W042149-062920,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,6/29/2020 11:06 AM,"1249 Ortega Avenue, Coral Gables, FL 33134, United States of America",25.7584691,-80.28113864,POINT (-80.28113864 25.7584691)
818,W042077-062620,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,6/26/2020 9:01 AM,"940 Andora Avenue, Coral Gables, FL 33146, United States of America",25.70880185,-80.26960139,POINT (-80.26960139 25.70880185)
819,W042055-062520,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/25/2020 2:53 PM,"11035 Marin Street, Coral Gables, FL 33156, United States of America",25.6740855,-80.2695589,POINT (-80.2695589 25.6740855)
820,W041997-062420,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,6/24/2020 2:58 PM,"1212 Aguila Avenue, Coral Gables, FL 33134, United States of America",25.7622123,-80.27978635,POINT (-80.27978635 25.7622123)
821,W041992-062420,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/24/2020 1:15 PM,"2505 Anderson Road, Coral Gables, FL 33134, United States of America",25.74765195,-80.27062785,POINT (-80.27062785 25.74765195)
822,W041742-061720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,6/17/2020 8:34 AM,"875 South Alhambra Circle, Coral Gables, FL 33146, United States of America",25.7072543,-80.27012101,POINT (-80.27012101 25.7072543)
823,W041664-061520,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/15/2020 3:56 PM,"370 Campana Avenue, Coral Gables, FL 33156, United States of America",25.674541,-80.2711907,POINT (-80.2711907 25.674541)
824,W041591-061220,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/12/2020 3:02 PM,"740 Coronado Avenue, Coral Gables, FL 33143, United States of America",25.6947998,-80.2680279,POINT (-80.2680279 25.6947998)
825,W041512-061120,(Internal) - Drainage Assessments/Improvements,In Progress,Medium,PW- Central and Engineering,6/11/2020 2:39 PM,"628 Zamora Avenue, Coral Gables, FL 33134, United States of America",25.75597525,-80.26830073,POINT (-80.26830073 25.75597525)
826,W041202-060420,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,6/4/2020 10:54 AM,"501 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.75494905,-80.26513028,POINT (-80.26513028 25.75494905)
827,W040961-052920,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/29/2020 2:15 PM,"925 Andalusia Avenue, Coral Gables, FL 33134, United States of America",25.7480175,-80.27391041,POINT (-80.27391041 25.7480175)
828,W040948-052920,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,5/29/2020 11:05 AM,"5601 Orduna Drive, Coral Gables, FL 33146, United States of America",25.71805735,-80.26791526,POINT (-80.26791526 25.71805735)
829,W040831-052720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/27/2020 4:42 PM,"1100 Cordova Street, Coral Gables, FL 33134, United States of America",25.76102775,-80.27717122,POINT (-80.27717122 25.76102775)
830,W040816-052720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/27/2020 3:31 PM,"1240 Asturia Avenue, Coral Gables, FL 33134, United States of America",25.75022645,-80.28088058,POINT (-80.28088058 25.75022645)
831,W040799-052720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/27/2020 12:50 PM,"1650 Galiano Street, Coral Gables, FL 33134, United States of America",25.75708733,-80.25703467,POINT (-80.25703467 25.75708733)
832,W040775-052720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/27/2020 10:12 AM,"1236 Asturia Avenue, Coral Gables, FL 33134, United States of America",25.750287,-80.28073518,POINT (-80.28073518 25.750287)
833,W040763-052720,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/27/2020 8:15 AM,"4911 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.72454325,-80.28375654,POINT (-80.28375654 25.72454325)
834,W040728-052620,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/26/2020 1:24 PM,"144 North Prospect Drive, Coral Gables, FL 33133, United States of America",25.7092003,-80.24871216,POINT (-80.24871216 25.7092003)
835,W040692-052620,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,5/26/2020 9:17 AM,"520 San Antonio Avenue, Coral Gables, FL 33146, United States of America",25.7334047,-80.26508463,POINT (-80.26508463 25.7334047)
836,W040666-052520,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/25/2020 1:57 PM,"823 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7419874,-80.2716512,POINT (-80.2716512 25.7419874)
837,W040376-051720,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,5/17/2020 5:06 PM,"438 Mendoza Avenue, Coral Gables, FL 33134-3815, United States of America",25.756882,-80.264577,POINT (-80.264577 25.756882)
838,W040310-051420,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,5/14/2020 4:33 PM,"910 Cotorro Avenue, Coral Gables, FL 33146, United States of America",25.71293725,-80.26928047,POINT (-80.26928047 25.71293725)
839,W040063-050820,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/8/2020 1:14 PM,"440 Tivoli Avenue, Coral Gables, FL 33143, United States of America",25.7041831,-80.26298841,POINT (-80.26298841 25.7041831)
840,W038813-040320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/3/2020 10:18 AM,"6001 Granada Boulevard, Coral Gables, FL 33146, United States of America",25.7138363,-80.2676852,POINT (-80.2676852 25.7138363)
841,W038125-031320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/13/2020 2:53 PM,"945 Hardee Road, Coral Gables, FL 33146, United States of America",25.71259175,-80.27051891,POINT (-80.27051891 25.71259175)
842,W038108-031320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/13/2020 11:56 AM,"6847 Sunrise Court, Coral Gables, FL 33133, United States of America",25.7070289,-80.2490031,POINT (-80.2490031 25.7070289)
843,W038106-031320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/13/2020 11:38 AM,"432 Velarde Avenue, Coral Gables, FL 33134, United States of America",25.735379,-80.26347031,POINT (-80.26347031 25.735379)
844,W038105-031320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/13/2020 11:31 AM,"1009 Asturia Avenue, Coral Gables, FL 33134, United States of America",25.7509072,-80.27578669,POINT (-80.27578669 25.7509072)
845,W037771-030320,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/3/2020 2:45 PM,"1028 Cotorro Avenue, Coral Gables, FL 33146, United States of America",25.7127629,-80.27170686,POINT (-80.27170686 25.7127629)
846,W037341-022020,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Utilities,2/20/2020 10:40 AM,"3515 Anderson Road, Coral Gables, FL 33134, United States of America",25.7384012,-80.27014293,POINT (-80.27014293 25.7384012)
847,W037292-021920,(Internal) - Drainage Assessments/Improvements,Completed,Medium,"PW-
Greenspace Management",2/19/2020 9:36 AM,"930 Andalusia Avenue, Coral Gables, FL 33134, United States of America",25.74758895,-80.27423082,POINT (-80.27423082 25.74758895)
848,W036808-020420,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,2/4/2020 3:44 PM,"2017 Red Road, Miami, FL 33155-2230, United States of America",25.75228087,-80.28726762,POINT (-80.28726762 25.75228087)
849,W036513-012820,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,1/28/2020 8:31 AM,"6001 Granada Boulevard, Coral Gables, FL 33146, United States of America",25.7138363,-80.2676852,POINT (-80.2676852 25.7138363)
850,W036441-012420,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,1/24/2020 2:03 PM,"1035 Andalusia Avenue, Coral Gables, FL 33134, United States of America",25.74795725,-80.27647987,POINT (-80.27647987 25.74795725)
851,W035884-010920,(Internal) - Drainage Assessments/Improvements,Paused,Medium,PW- Central and Engineering,1/9/2020 12:59 PM,"17 Malaga Avenue, Coral Gables, FL 33134, United States of America",25.7451887,-80.25519416,POINT (-80.25519416 25.7451887)
852,W033386-102519,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/25/2019 2:18 PM,"4004 Segovia Street, Coral Gables, FL 33146, United States of America",25.73446239,-80.26621516,POINT (-80.26621516 25.73446239)
853,W032914-101419,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,10/14/2019 1:26 PM,"1347 Bird Road, Coral Gables, FL 33146, United States of America",25.734153,-80.281746,POINT (-80.281746 25.734153)
854,W030755-090319,(Internal) - Drainage Assessments/Improvements,Completed,Medium,"PW-
Greenspace Management",9/3/2019 9:22 AM,"813 Lisbon Street, Coral Gables, FL 33134, United States of America",25.76323465,-80.28357033,POINT (-80.28357033 25.76323465)
855,W029617-081219,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,8/12/201911:14AM,"3615 Toledo Street, Coral Gables, FL 33134, United States of America",25.73747035,-80.270899,POINT (-80.270899 25.73747035)
856,W028451-071719,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,7/17/2019 4:24 PM,"6847 Sunrise Court, Coral Gables, FL 33133, United States of America",25.7070289,-80.2490031,POINT (-80.2490031 25.7070289)
857,W027113-061119,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/11/2019 4:50 PM,"826 Pizarro Street, Coral Gables, FL 33134, United States of America",25.7630071,-80.27347883,POINT (-80.27347883 25.7630071)
858,W026018-050919,(Internal) - Drainage Assessments/Improvements,Completed,Medium,"PW-
Greenspace Management",5/9/2019 10:07 AM,"1253 Milan Avenue, Coral Gables, FL 33134, United States of America",25.7570943,-80.281277,POINT (-80.281277 25.7570943)
859,W025967-050819,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,5/8/2019 9:10 AM,"5100 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.72246155,-80.2842552,POINT (-80.2842552 25.72246155)
860,W025518-042319,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Central and Engineering,4/23/2019 3:00 PM,"1028 Cotorro Avenue, Coral Gables, FL 33146, United States of America",25.7127629,-80.27170686,POINT (-80.27170686 25.7127629)
861,W019405-090518,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/5/2018 1:50 PM,"2028 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.7517883,-80.28539374,POINT (-80.28539374 25.7517883)
862,W019394-090518,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/5/2018 10:08 AM,"1136 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.75362195,-80.27873855,POINT (-80.27873855 25.75362195)
863,W018441-072518,(Internal) - Drainage Assessments/Improvements,Paused,High,PW- Central and Engineering,7/25/201811:16AM,"4101 Segovia Street, Coral Gables, FL 33146, United States of America",25.73332735,-80.26594826,POINT (-80.26594826 25.73332735)
864,W015264-032018,(Internal) - Drainage Assessments/Improvements,Paused,Medium,PW- Central and Engineering,3/20/2018 2:25 PM,"3301 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.74095625,-80.2838908,POINT (-80.2838908 25.74095625)
865,W004414-030916,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,3/9/2016 1:10 PM,"1218 Coral Way, Coral Gables, FL 33134-4754, United States of America",25.748396,-80.279676,POINT (-80.279676 25.748396)
866,W003920-010516,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,1/5/2016 3:55 PM,"Biltmore Hotel Miami Coral Gables, 1200 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.74089585,-80.27770555,POINT (-80.27770555 25.74089585)
